time,Qobs,Qrouted
1980,1.7356065573770492,2.2047660362255286
1981,3.0550191780821923,3.0371826485198055
1982,2.302005479452055,2.252598761809126
1983,2.2883835616438355,2.254421512349071
1984,1.3057540983606557,1.2083605122006449
1985,3.4494986301369863,3.616693394206207
1986,2.7044931506849315,2.949899054328992
1987,5.137452054794521,4.832800635270025
1988,2.8871584699453554,2.6720709599556973
1989,1.7796164383561643,1.7235295824711612
1990,1.2206301369863013,0.7492695108887276
1991,1.1344383561643836,0.8478227453787817
1992,2.276366120218579,1.5905779949842018
1993,1.4747753424657535,0.7556208970690138
1994,1.6970794520547945,1.293123396025322
1995,2.765013698630137,2.4853429148689803
1996,3.6279918032786886,3.0180845608559697
1997,3.203186301369863,3.2465392793645993
1998,1.597295890410959,1.621675971881966
1999,2.381991780821918,2.2174854454964668
2000,2.989707650273224,2.6592791110525495
2001,2.446454794520548,2.462981557927242
2002,2.9739589041095886,3.303404880006155
2003,1.5953397260273972,1.372189948541261
2004,2.1868142076502735,1.7827361199574303
2005,2.6363890410958906,2.434882571960673
2006,2.987621917808219,2.986092883607101
2007,1.9054027397260274,1.9725684628888365
2008,1.7607377049180326,1.679372893659122
2009,3.0699972602739725,3.8919398139590107
2010,4.859282191780822,5.309080515509509
2011,1.848468493150685,2.1246834648815933
2012,1.4905874316939889,1.561442852080593
2013,2.6843643835616438,3.1505077369291956
2014,2.3725890410958903,3.088412080660029
2015,1.7280657534246575,1.5575723901214578
2016,1.2606666666666666,0.9934005688637638
2017,1.0327561643835617,1.0573055089685386
2018,1.2491150684931507,0.7962750016421899
2019,2.009309589041096,1.6704308829412138
2020,3.3096147540983605,4.03862951401822
