exceedance,Qobs,Qsim
0.0,75.5,43.21279026428082
1.0101010101010102,16.38181818181818,13.995409711336402
2.0202020202020203,12.16363636363636,11.194710133658898
3.0303030303030303,9.843636363636364,9.636530514555087
4.040404040404041,8.335454545454544,8.483540179838455
5.050505050505051,7.420909090909091,7.7136957151573196
6.0606060606060606,6.63,7.081769819145445
7.070707070707071,6.1,6.526855621405196
8.080808080808081,5.645454545454544,6.079926955518687
9.090909090909092,5.23,5.692599241548831
10.101010101010102,4.9,5.380042606917775
11.111111111111112,4.63,5.1156619300760315
12.121212121212121,4.43,4.866581514844327
13.131313131313131,4.2,4.647549469688213
14.141414141414142,4.0245454545454535,4.417305628367737
15.151515151515152,3.86,4.231202133152372
16.161616161616163,3.72,4.050084354236068
17.171717171717173,3.58,3.8816252005148626
18.181818181818183,3.45,3.724347590630081
19.191919191919194,3.35,3.574840398453402
20.202020202020204,3.21,3.437407995684415
21.212121212121215,3.1,3.309386333531469
22.222222222222225,3.0,3.1878008963628104
23.232323232323235,2.9,3.068057415428332
24.242424242424242,2.81,2.9658123040492548
25.252525252525253,2.72,2.865456968435116
26.262626262626263,2.63,2.752605389562055
27.272727272727273,2.54,2.658437971448293
28.282828282828284,2.48,2.571367007962507
29.292929292929294,2.4,2.471378957216691
30.303030303030305,2.32,2.398814332209575
31.313131313131315,2.25,2.3243903117952187
32.323232323232325,2.19,2.2417392799999933
33.333333333333336,2.11,2.175836049795455
34.343434343434346,2.04,2.1078041108198424
35.35353535353536,1.99,2.045946546743372
36.36363636363637,1.92,1.9921596869302922
37.37373737373738,1.86,1.9310884255159337
38.38383838383839,1.8,1.8669904425839918
39.3939393939394,1.74,1.816783641773325
40.40404040404041,1.69,1.7609350828621744
41.41414141414142,1.64,1.7121531546081326
42.42424242424243,1.58,1.6599697748422695
43.43434343434344,1.54,1.6147817838808598
44.44444444444445,1.5,1.5703346629728283
45.45454545454546,1.45,1.5304219941610218
46.46464646464647,1.41,1.4818387279418566
47.47474747474748,1.36,1.4357507929066828
48.484848484848484,1.32,1.3941565217934653
49.494949494949495,1.28,1.3511415052539861
50.505050505050505,1.24,1.3045623727114055
51.515151515151516,1.2,1.2634434884956462
52.525252525252526,1.16,1.22652051462614
53.535353535353536,1.13,1.195551708111087
54.54545454545455,1.1,1.153241853798128
55.55555555555556,1.06,1.1228558202921024
56.56565656565657,1.03,1.0903760768978212
57.57575757575758,1.0,1.054562904819807
58.58585858585859,0.98,1.0230336155490598
59.5959595959596,0.959,0.9907440469089565
60.60606060606061,0.938,0.9591836744277883
61.61616161616162,0.914,0.9328910876140117
62.62626262626263,0.9,0.9039027690967182
63.63636363636364,0.88,0.8747698154536317
64.64646464646465,0.859,0.8487815788286653
65.65656565656566,0.84,0.8199701271623758
66.66666666666667,0.82,0.7945727858059383
67.67676767676768,0.802,0.7687606624518815
68.68686868686869,0.791,0.7423126191304272
69.6969696969697,0.777,0.7146961285103334
70.70707070707071,0.76,0.6902280168438707
71.71717171717172,0.746,0.6669076782550077
72.72727272727273,0.729,0.6404416978458919
73.73737373737374,0.714,0.6169414983045076
74.74747474747475,0.701,0.5949674395909956
75.75757575757576,0.7,0.571931683931134
76.76767676767678,0.685,0.5515356815735053
77.77777777777779,0.673,0.5301991151101152
78.7878787878788,0.661,0.5112998412323363
79.7979797979798,0.65,0.49002571091420777
80.80808080808082,0.64,0.4703932547981936
81.81818181818183,0.63,0.44704738372834846
82.82828282828284,0.618,0.4256704931083632
83.83838383838385,0.605,0.40505835452877653
84.84848484848486,0.596,0.38389666141690854
85.85858585858587,0.583,0.36456495366437974
86.86868686868688,0.57,0.34430829647368
87.87878787878789,0.558,0.3236949396022259
88.8888888888889,0.546,0.30255495077342753
89.89898989898991,0.531,0.28496955963881127
90.90909090909092,0.52,0.265027350393753
91.91919191919193,0.51,0.2458228384433205
92.92929292929294,0.5,0.22313016644556072
93.93939393939395,0.487,0.1993742980003486
94.94949494949496,0.463,0.17905249226523867
95.95959595959597,0.44,0.16276741129732117
96.96969696969697,0.4165454545454547,0.14361418878325496
97.97979797979798,0.389,0.12638356919211985
98.98989898989899,0.338,0.1046153355154447
100.0,0.243,0.05653769043286799
