time,Qobs,Qrouted
1980,1.1827049180327869,1.1930155418922717
1981,1.7165068493150684,1.5443087010981416
1982,1.2304520547945206,1.0520876839846782
1983,1.2714465753424657,1.0776729689655944
1984,0.6957349726775957,0.5963724655281745
1985,1.9215424657534246,1.6591157980927802
1986,1.4890273972602739,1.3753092401025748
1987,2.9200739726027396,2.367121269844736
1988,1.6612459016393442,1.3441381463935855
1989,0.9850602739726028,0.9250654205050253
1990,0.669082191780822,0.4210082722217382
1991,0.5485260273972602,0.4821307940059506
1992,1.3011256830601092,0.8971306023696862
1993,0.888186301369863,0.4694771430805885
1994,1.0207671232876712,0.8350099339579173
1995,1.6881424657534247,1.5917553090474788
1996,1.705325136612022,1.3634613078451223
1997,1.715531506849315,1.5731681529447046
1998,0.9738493150684931,0.9045688264634867
1999,1.3265150684931506,1.1491868852063776
2000,1.6547513661202187,1.3030376459201356
2001,1.225427397260274,1.144699831627154
2002,1.4288712328767124,1.4414737214049742
2003,0.8799424657534246,0.6154761483266229
2004,1.138672131147541,0.8541337195447817
2005,1.4623534246575343,1.1946517583865948
2006,1.6529041095890413,1.4146738927042923
2007,1.0477556164383561,1.0372472857323398
2008,1.0470546448087432,0.949717583785925
2009,1.7308246575342465,1.993313182113424
2010,2.6172328767123285,2.3769932410449974
2011,1.0652657534246575,1.080037512815483
2012,0.9012868852459016,0.8548063182256609
2013,1.3408876712328766,1.526810306707761
2014,1.1748975342465753,1.5609482621086785
2015,0.8141975342465754,0.7604030720625193
2016,0.7595546448087432,0.5262123948355587
2017,0.7812575342465753,0.7426018969005653
2018,0.574326301369863,0.4681125511264849
2019,1.2003205479452055,1.0208104304971615
2020,1.6186857923497266,2.042801389348253
