time,Qobs,Qrouted
1980,0.4799672131147541,0.05842993777259743
1981,0.6703260273972603,0.11619549598930223
1982,0.9657013698630137,0.2543465019074503
1983,0.6743260273972602,0.26119146102765767
1984,0.5081666666666667,0.09419389234053142
1985,1.2253890410958903,0.5467839130159569
1986,1.1353890410958902,0.5634727121605084
1987,1.892172602739726,1.117790909248933
1988,1.112535519125683,0.4032191720129308
1989,0.5244465753424657,0.14946513252741356
1990,0.36287123287671236,0.06227845907924816
1991,0.2943205479452055,0.06882458624988569
1992,0.3887650273224044,0.09517294678661962
1993,0.36104931506849314,0.05895343427216695
1994,0.35621369863013697,0.1083907016106252
1995,0.3022986301369863,0.09530327330455353
1996,1.3211612021857924,0.6840395279810747
1997,1.118054794520548,0.9579423528075623
1998,0.49611780821917806,0.25264727853959945
1999,0.8059424657534247,0.5128358084804328
2000,0.8770628415300546,0.5585227795074837
2001,0.6701452054794521,0.4690957342161611
2002,1.371180821917808,1.434728131620946
2003,0.771909589041096,0.5654224646799353
2004,0.8078005464480874,0.48009982368978016
2005,0.6654227397260274,0.42659634363775967
2006,1.0789917808219178,0.8358734337455008
2007,0.6173260273972603,0.3652578411403495
2008,0.5146513661202186,0.25428533905507716
2009,1.1350027397260274,0.81046577670172
2010,1.7712438356164384,2.0556402463765737
2011,0.604401095890411,0.5669640445846112
2012,0.3608169398907104,0.2365832858907996
2013,0.7138761643835616,0.748193425697096
2014,0.7610438356164384,0.680696893023182
2015,0.5785326027397261,0.40069458815326686
2016,0.4089188524590164,0.3111745382090567
2017,0.22441424657534245,0.07821213367328601
2018,0.32251972602739726,0.11564843128785335
2019,0.3809312328767123,0.14933188114991439
2020,0.8369726775956284,0.9370928396849699
