time,Qobs,Qrouted
1980,2.3080327868852457,0.0031002041716208678
1981,4.0413726027397265,0.00499957779063304
1982,3.29552602739726,0.009306676798394182
1983,2.891904109589041,0.0028182105385995216
1984,1.9084672131147542,0.00360441922768763
1985,4.608964383561644,0.024196364286351378
1986,3.8798630136986305,0.028168587048490932
1987,7.398109589041096,0.057557038962257445
1988,3.9148907103825135,0.02583633825373845
1989,2.343917808219178,0.006556981575448656
1990,1.6224657534246576,0.0030042441517827085
1991,1.4808493150684932,0.004226477671085015
1992,2.8296967213114756,0.0048707430898165685
1993,1.949550684931507,0.001900757083672291
1994,2.307567123287671,0.006235692855504089
1995,3.3671479452054793,0.004066186249353312
1996,4.946972677595629,0.032031776555738065
1997,4.55013698630137,0.05499626136723068
1998,2.2505287671232876,0.01881640037613812
1999,3.0565753424657536,0.01625362480841299
2000,4.13125956284153,0.008434674821239387
2001,3.3404465753424657,0.011364768271811062
2002,4.0959671232876715,0.02081704966516605
2003,2.2886794520547946,0.018478365961835618
2004,3.1231420765027322,0.009750685520330498
2005,3.655509589041096,0.009013999892361395
2006,4.276005479452055,0.02253475560515681
2007,2.658917808219178,0.005517758288623305
2008,2.217382513661202,0.0015191034663938918
2009,4.541679452054795,0.015741502077366295
2010,7.332383561643836,0.10042307637011626
2011,2.863479452054795,0.03166905277091529
2012,2.118879781420765,0.0016124966501479222
2013,3.863367123287671,0.03217028051607461
2014,3.5114273972602743,0.031782359226746444
2015,2.5538986301369864,0.017307809579738705
2016,1.8663087431693988,0.016329051372631284
2017,1.354082191780822,0.0016482717184481718
2018,1.54513698630137,0.002934248132285133
2019,2.502246575342466,0.0013754978145294535
2020,4.244139344262295,0.014762729777257224
