time,Qobs,Qrouted
1990,3.4632786885245905,1.261031577433669
1991,3.929671232876712,2.3876548182965434
1992,5.706857923497268,2.891311731358124
1993,4.897808219178082,2.1428606665407304
1994,6.23958904109589,2.363173320768502
1995,5.493890410958904,3.850452501860048
1996,14.791147540983607,9.512948601310736
1997,10.613095890410959,9.527482224500893
1998,5.512027397260274,4.343872316961164
1999,7.7783561643835615,4.908437801678283
2000,8.122158469945356,5.924054620337335
2001,7.433643835616439,5.928008560983161
2002,17.69909589041096,16.390961248670493
2003,9.231424657534246,6.315536770587181
2004,10.821284153005465,8.256064398633207
2005,10.798356164383561,6.795640060826302
2006,17.18904109589041,13.309848334236193
2007,8.414712328767123,7.233607562035955
2008,7.774535519125683,7.157005243371841
2009,15.158657534246576,14.217302917829548
2010,16.965342465753427,16.956769491106016
2011,7.698164383561644,6.717462603118844
2012,5.883333333333334,5.765461501480651
2013,14.622794520547945,12.772459086700517
2014,6.64,7.412793251815763
2015,7.126876712328767,5.544816853082659
2016,6.248907103825136,4.859657127542904
2017,4.380054794520548,2.2949224591266097
2018,2.832027397260274,1.6224276950984908
2019,6.451506849315069,3.358326086040208
2020,8.352978142076504,9.421089841148286
