time,Qobs,Qrouted
1980,5.726721311475409,7.185784149294641
1981,10.193643835616438,10.082356246567612
1982,7.306520547945206,8.109273638937442
1983,7.494657534246576,7.023209834463048
1984,4.968497267759563,4.186026793522913
1985,11.00117808219178,11.522611915109696
1986,9.190164383561644,8.728914673820158
1987,14.356684931506848,14.949054864363
1988,8.803087431693989,7.626935121626437
1989,5.689808219178083,5.496033856101618
1990,4.255945205479453,2.83646050473765
1991,4.064657534246575,3.6871780968986094
1992,7.944071038251367,6.127384725551785
1993,5.329917808219179,2.857943035111577
1994,6.84213698630137,5.955312659749103
1995,10.550164383561643,10.082231259014392
1996,9.493497267759562,10.411041891851378
1997,11.929643835616437,14.673198319736217
1998,6.816520547945206,7.042970152168836
1999,8.369753424657535,7.664047203188797
2000,9.631338797814209,9.248391190234559
2001,6.217260273972603,7.393547262606532
2002,9.042054794520547,11.096745016723572
2003,5.838191780821918,5.037501495807605
2004,6.809398907103825,6.010377046700786
2005,8.335506849315069,8.272598967104429
2006,11.279424657534246,12.156683223651214
2007,7.8703013698630135,8.300935128128815
2008,6.54051912568306,5.880465867442883
2009,9.244876712328768,11.134890407259597
2010,13.778876712328767,16.764469685196318
2011,6.966712328767123,6.667105527260446
2012,5.538551912568305,4.660554582096185
2013,6.8798082191780825,8.601837343059413
2014,5.846712328767124,8.243008361174377
2015,6.302356164383562,5.58359314424823
2016,5.310054644808743,5.331186631749028
2017,3.991890410958904,4.636175844447712
2018,3.3636164383561646,2.5633565196324137
2019,4.287589041095891,4.581618800455449
2020,9.183387978142076,13.511163666650031
