time,Qobs,Qrouted
1980,1.3320491803278687,1.4088679385238876
1981,2.181509589041096,1.7876544523244682
1982,1.8998109589041097,1.354357443619085
1983,1.4815561643835617,1.1922327627619262
1984,1.347841530054645,1.1083905951327535
1985,2.204345205479452,2.135917631531382
1986,2.1513479452054796,2.154831251426012
1987,3.57613698630137,3.386894892560532
1988,2.3633333333333333,2.167089601393113
1989,1.3575780821917809,1.3301317909649755
1990,0.9688493150684931,0.9584706222013294
1991,1.0787561643835617,1.1593225181028333
1992,1.5982677595628416,1.4861108384619774
1993,1.3105753424657534,1.330513952706705
1994,1.3783397260273973,1.2712989865236053
1995,2.0091972602739725,2.371987970103945
1996,2.8151775956284153,2.5049548058336524
1997,2.432854794520548,2.612727160754504
1998,1.4625698630136985,1.5829486802471724
1999,1.8025917808219178,1.4390998530963424
2000,2.003210382513661,1.7665629783529242
2001,2.069616438356164,2.521564326745431
2002,3.346372602739726,3.9224770054762805
2003,1.6470739726027397,1.460938515397189
2004,2.1773278688524593,2.391804356185587
2005,1.9607616438356164,2.221000862824226
2006,2.7989424657534245,3.103246579343135
2007,1.587345205479452,1.9733398218659524
2008,1.3965573770491804,1.3666169675513833
2009,2.1150739726027394,2.1820895781025587
2010,2.4709945205479453,2.889749631194535
2011,1.5882082191780822,1.6949269245950005
2012,1.5775737704918034,1.5200498586036715
2013,2.300350684931507,2.422631167655575
2014,1.058441095890411,1.503020839102549
2015,1.2678876712328766,1.1766601219554882
2016,1.0749344262295082,1.0155111747070311
2017,1.1285068493150685,1.0938418729907429
2018,0.7989156164383562,0.607284708162795
2019,1.2902958904109587,1.0992378794526987
2020,1.7312349726775955,2.2981048822454575
