exceedance,Qobs,Qsim
0.0,166.0,172.27375538331486
1.0101010101010102,40.46363636363636,50.48562181230693
2.0202020202020203,29.7,39.8073346152654
3.0303030303030303,24.2,32.29005511999301
4.040404040404041,20.8,28.129371966982625
5.050505050505051,19.918181818181807,25.075376425383205
6.0606060606060606,19.1,22.83848597371085
7.070707070707071,17.9,21.149282079875913
8.080808080808081,16.3,19.93195037367687
9.090909090909092,14.9,18.619932153556054
10.101010101010102,13.9,17.784471192232836
11.111111111111112,13.3,16.84847562494159
12.121212121212121,12.9,16.063010940940302
13.131313131313131,12.6,15.33821002168327
14.141414141414142,12.1,14.68367413404279
15.151515151515152,11.4,14.104353185262823
16.161616161616163,10.8,13.48651499505103
17.171717171717173,10.3,12.939842667804118
18.181818181818183,9.93,12.43973710312624
19.191919191919194,9.57,11.975511890868432
20.202020202020204,9.22,11.529111502658244
21.212121212121215,8.99,11.06219306828613
22.222222222222225,8.69,10.644595102327552
23.232323232323235,8.416363636363632,10.29051100940134
24.242424242424242,8.14,9.938705185006773
25.252525252525253,7.91,9.562863538528624
26.262626262626263,7.68,9.284768398850924
27.272727272727273,7.5,8.994439444976617
28.282828282828284,7.3,8.658562563232858
29.292929292929294,7.1,8.360983293436133
30.303030303030305,6.95,8.065617119544948
31.313131313131315,6.79,7.792888305900128
32.323232323232325,6.64,7.517071465997385
33.333333333333336,6.5,7.317475941585408
34.343434343434346,6.37,7.06266140990856
35.35353535353536,6.25,6.836717050863504
36.36363636363637,6.1,6.644901165570959
37.37373737373738,5.96,6.457500035544499
38.38383838383839,5.83,6.2468856600101175
39.3939393939394,5.71,6.053980833437385
40.40404040404041,5.59,5.87774124990388
41.41414141414142,5.5,5.681012877926506
42.42424242424243,5.41,5.527238112123582
43.43434343434344,5.32,5.355445661702095
44.44444444444445,5.22,5.213134351990576
45.45454545454546,5.15,5.0597437073629115
46.46464646464647,5.06,4.9020030027462855
47.47474747474748,4.97,4.76258997063817
48.484848484848484,4.89,4.615792274177662
49.494949494949495,4.791818181818184,4.496247220906322
50.505050505050505,4.71,4.373043978401385
51.515151515151516,4.64,4.256850181066225
52.525252525252526,4.58,4.127400649021439
53.535353535353536,4.51,3.997465589638124
54.54545454545455,4.45,3.881925050669331
55.55555555555556,4.38,3.7528331311731566
56.56565656565657,4.32,3.6370793441697407
57.57575757575758,4.25,3.5232585778055827
58.58585858585859,4.18,3.4037973699959854
59.5959595959596,4.12,3.3101861815276443
60.60606060606061,4.05,3.199009738909127
61.61616161616162,3.98,3.1067829817697272
62.62626262626263,3.91,3.0087162184924527
63.63636363636364,3.85,2.90734190854612
64.64646464646465,3.8,2.820962876591628
65.65656565656566,3.74,2.734445927768425
66.66666666666667,3.69,2.655674393815124
67.67676767676768,3.63,2.5760974083635833
68.68686868686869,3.59,2.4848003731470834
69.6969696969697,3.53,2.405164255799451
70.70707070707071,3.48,2.3144827107587203
71.71717171717172,3.43,2.243777406368763
72.72727272727273,3.39,2.1671254842476935
73.73737373737374,3.34,2.0853720720433557
74.74747474747475,3.29,2.0068587663173556
75.75757575757576,3.23,1.9327500545336656
76.76767676767678,3.19,1.8575328984391677
77.77777777777779,3.14,1.7813226468961396
78.7878787878788,3.1,1.6988665781406376
79.7979797979798,3.06,1.6306357525735022
80.80808080808082,3.01,1.5634786896420256
81.81818181818183,2.96,1.495388200157661
82.82828282828284,2.92,1.4296337417322929
83.83838383838385,2.88,1.364451202680304
84.84848484848486,2.85,1.3051725355545916
85.85858585858587,2.8,1.247617052021767
86.86868686868688,2.75,1.1861415003628684
87.87878787878789,2.7,1.1169149642706908
88.8888888888889,2.66,1.0524165042795206
89.89898989898991,2.6063636363636284,0.9830496854690495
90.90909090909092,2.55,0.9271481285167901
91.91919191919193,2.48,0.8567698275615827
92.92929292929294,2.41,0.7921356989640467
93.93939393939395,2.31,0.7264205750439842
94.94949494949496,2.23,0.6567038736011749
95.95959595959597,2.12,0.5881160250281215
96.96969696969697,1.96,0.513932330386953
97.97979797979798,1.8,0.43867086335703537
98.98989898989899,1.39,0.3276486918769327
100.0,0.66,0.1443604210137678
