time,Qobs,Qrouted
1980,0.5118032786885246,0.8043025717169301
1981,0.836523287671233,1.0881193948977996
1982,0.6020219178082192,0.783213763941544
1983,0.6564465753424658,0.7549857847024707
1984,0.4871393442622951,0.4738839307009491
1985,0.8364657534246576,1.0151024382707412
1986,0.7548520547945206,0.8825528200171171
1987,1.1398301369863013,1.516121537882573
1988,0.7523688524590164,0.7489944030094492
1989,0.5287808219178082,0.6469151033397971
1990,0.34778082191780824,0.3152445567233815
1991,0.3708465753424658,0.42495944481384107
1992,0.6323551912568306,0.6814169943252167
1993,0.47637260273972604,0.4387293855841994
1994,0.6717753424657534,0.8787714894761975
1995,0.8804054794520548,1.3014600958189344
1996,0.7614918032786886,0.9713218158882968
1997,0.9720328767123287,1.3670491763523733
1998,0.675082191780822,0.9262712454564014
1999,0.7978630136986302,0.9015419792055758
2000,0.6998524590163935,1.0073900211599702
2001,0.5316027397260273,0.8283392161798029
2002,0.8808438356164383,1.1797693202822874
2003,0.5756575342465754,0.4989963182978952
2004,0.739379781420765,0.8312603922809071
2005,0.7083753424657535,0.9065110711668296
2006,0.9777452054794521,1.3283942644307842
2007,0.7385868493150686,1.032714056685128
2008,0.6134027322404372,0.7995056280396159
2009,0.7052328767123288,1.1753574712972066
2010,0.9263397260273972,1.3862767848456063
2011,0.5791068493150685,0.7411917984409302
2012,0.5917540983606557,0.6862187902454181
2013,0.6804931506849315,0.9731557664607431
2014,0.5548520547945205,0.8949804235283931
2015,0.5726369863013698,0.6444788116284917
2016,0.43334918032786884,0.602610879245329
2017,0.4300178082191781,0.7766859203735478
2018,0.3149767123287671,0.34262210738583787
2019,0.5803835616438356,0.7747719600728353
2020,0.7300983606557377,1.5221979707284978
