time,Qobs,Qrouted
1980,6.906557377049181,2.8943155904116873
1981,8.94572602739726,4.030685149676884
1982,11.064191780821917,5.097086822180755
1983,9.846520547945206,5.5733006556926155
1984,5.892213114754099,2.9998657416994683
1985,16.63928767123288,9.600483900558139
1986,12.784438356164383,7.7760176023628995
1987,24.78071232876712,15.94874677657435
1988,12.713633879781419,7.938720874122329
1989,7.460547945205479,4.252385985920929
1990,4.817561643835616,2.3296646156789675
1991,4.228,2.4652535573934324
1992,6.188852459016394,2.968587162992161
1993,5.186904109589041,2.1872948256381672
1994,6.580438356164384,2.48432924523767
1995,6.071397260273972,3.957221935215067
1996,17.400273224043715,10.339070807930842
1997,12.467041095890412,10.534324576459898
1998,6.407945205479452,4.609956095631348
1999,8.888986301369863,5.213470730222854
2000,9.226666666666667,6.123277735560332
2001,8.691835616438356,6.159211544757602
2002,19.195205479452056,17.325590147171773
2003,10.96641095890411,7.332576283891112
2004,12.601010928961749,8.903047583276985
2005,12.122739726027397,7.230358769991314
2006,19.276109589041095,14.778956497861138
2007,8.959068493150685,7.697252428482232
2008,8.121147540983607,7.5560800862184845
2009,17.437753424657533,15.399929587833743
2010,21.262931506849316,20.090737358825688
2011,9.643671232876713,7.463147528370535
2012,6.599016393442622,5.814184855784685
2013,16.319561643835616,13.538154326830314
2014,7.765835616438356,8.402312040271775
2015,7.458602739726027,6.057159747949002
2016,7.0202732240437165,5.525041383238763
2017,4.4846301369863015,2.4313264331535587
2018,3.2197260273972605,1.6974812441051919
2019,6.767890410958905,3.431493018397056
2020,8.910327868852459,9.727072265089006
