time,Qobs,Qrouted
1980,1.7192131147540983,2.544570217826466
1981,2.242054794520548,3.367026287221947
1982,1.7554164383561643,2.254585745839844
1983,1.3841972602739725,1.7436331395274907
1984,0.9365573770491803,1.02139736601635
1985,1.8152684931506848,3.0455641893053893
1986,1.7918191780821917,2.4469929977337697
1987,2.537232876712329,3.7399824142660854
1988,1.6530437158469946,2.1638101582642926
1989,1.2093698630136986,1.7131452447421325
1990,0.8619479452054795,0.7966423936904096
1991,0.7688109589041096,0.9404010862245892
1992,1.069327868852459,1.4464839788734907
1993,0.6911917808219178,0.5328367569098106
1994,0.8257150684931508,1.3667169133275416
1995,1.4596027397260274,2.751662647684532
1996,1.8358715846994536,2.6144636661398475
1997,2.7986520547945206,4.356053576763816
1998,1.5110520547945205,2.1218175099857635
1999,1.7317561643835617,2.0766608707412044
2000,1.927051912568306,2.269358908387267
2001,1.403035616438356,2.1990606736354277
2002,1.8564109589041098,2.5894430236109125
2003,1.4146575342465755,1.3429687551153353
2004,1.2164071038251365,1.4263258838512087
2005,1.6007095890410958,2.156353427029159
2006,2.4037205479452055,3.123818828761067
2007,1.739495890410959,2.290606493824829
2008,1.476377049180328,1.7223524163202484
2009,1.622731506849315,2.8881258230439784
2010,3.018490410958904,4.658484839940503
2011,1.6713917808219179,1.6304048337586674
2012,1.1509590163934427,0.9810184813576993
2013,1.5164438356164383,1.8213451571756158
2014,1.1409589041095891,2.0756683532748372
2015,1.4632986301369864,1.2905758080922554
2016,1.1861912568306012,1.511498766978404
2017,0.759986301369863,1.120275786689995
2018,0.6497999999999999,0.5588800443425055
2019,0.703613698630137,0.6756745057681294
2020,1.957237704918033,3.26463083544037
