time,Qobs,Qrouted
1,9.238854838709678,6.196305811463748
2,10.741451327433628,6.854646144177708
3,17.625532258064517,10.238857921542161
4,12.543291666666667,7.4730711646739305
5,7.309790322580644,5.687915548182262
6,7.1580075,6.775815769562267
7,5.75338629032258,6.2565746650764105
8,6.0564,6.133594933260615
9,4.140865,4.022831552493056
10,5.233462903225806,3.760691354013291
11,5.294170731707317,4.044181582760751
12,7.037678992918961,4.5764580467998925
