exceedance,Qobs,Qsim
0.0,354.0,130.85095042391762
1.0101010101010102,57.1,37.913364976953844
2.0202020202020203,40.8,29.58086303888617
3.0303030303030303,33.5,25.41830624724196
4.040404040404041,28.2,22.669922404626288
5.050505050505051,24.8,20.36673707601183
6.0606060606060606,22.5,18.56361755508899
7.070707070707071,20.572727272727267,17.1610809421595
8.080808080808081,18.95454545454544,15.924726792382653
9.090909090909092,17.7,14.757703173593043
10.101010101010102,16.6,13.845094584374067
11.111111111111112,15.6,12.98931249480282
12.121212121212121,14.7,12.269935537684255
13.131313131313131,13.9,11.698761066164957
14.141414141414142,13.2,11.033736841624151
15.151515151515152,12.6,10.52259647499535
16.161616161616163,12.1,10.06970370143971
17.171717171717173,11.6,9.65144170400989
18.181818181818183,11.1,9.204385584641505
19.191919191919194,10.6,8.833535068592864
20.202020202020204,10.2,8.484668698225743
21.212121212121215,9.81,8.173577300555023
22.222222222222225,9.49,7.886079143257375
23.232323232323235,9.15,7.600104037505892
24.242424242424242,8.85,7.317085282176841
25.252525252525253,8.6,7.023965845926209
26.262626262626263,8.36,6.796232249823973
27.272727272727273,8.11,6.5611472581043335
28.282828282828284,7.89,6.341352605056049
29.292929292929294,7.68,6.142384945452771
30.303030303030305,7.49,5.949941932150778
31.313131313131315,7.3,5.755337851842963
32.323232323232325,7.11,5.596298463493369
33.333333333333336,6.95,5.445437954490127
34.343434343434346,6.75,5.276883183822639
35.35353535353536,6.56,5.145852469371788
36.36363636363637,6.4,4.980893853281556
37.37373737373738,6.232727272727268,4.826346099451762
38.38383838383839,6.09,4.678524254813301
39.3939393939394,5.93,4.54100320250669
40.40404040404041,5.8,4.421757156354096
41.41414141414142,5.655454545454542,4.309096877324496
42.42424242424243,5.54,4.198074365402873
43.43434343434344,5.4,4.080764508373987
44.44444444444445,5.28,3.975106538656424
45.45454545454546,5.18,3.871673120562684
46.46464646464647,5.066363636363628,3.754589592411118
47.47474747474748,4.954545454545448,3.6754993552546114
48.484848484848484,4.84,3.56450649423809
49.494949494949495,4.73,3.4649623440887027
50.505050505050505,4.63,3.364475727491997
51.515151515151516,4.53,3.25815634362682
52.525252525252526,4.44,3.1675699102315704
53.535353535353536,4.35,3.0774264890008385
54.54545454545455,4.251818181818177,2.9793686386536327
55.55555555555556,4.18,2.8936520056142636
56.56565656565657,4.1,2.8141507361320803
57.57575757575758,4.01,2.7277787736078998
58.58585858585859,3.91,2.6591911683952074
59.5959595959596,3.84,2.584400513359263
60.60606060606061,3.76,2.5043418273846374
61.61616161616162,3.68,2.444835134529207
62.62626262626263,3.6,2.368301399539073
63.63636363636364,3.55,2.3026682309254585
64.64646464646465,3.47,2.238918248582691
65.65656565656566,3.4,2.1695786399648136
66.66666666666667,3.33,2.101420426702795
67.67676767676768,3.27,2.034824176322813
68.68686868686869,3.2,1.9696299502238936
69.6969696969697,3.13,1.9028627822154067
70.70707070707071,3.06,1.841402147110123
71.71717171717172,3.0,1.7780837180533924
72.72727272727273,2.94,1.715089956433006
73.73737373737374,2.88,1.6524189491547336
74.74747474747475,2.805454545454536,1.5912048328385362
75.75757575757576,2.75,1.542047243072662
76.76767676767678,2.7,1.4845794078966372
77.77777777777779,2.63,1.4284152257386245
78.7878787878788,2.57,1.3692817969281432
79.7979797979798,2.53,1.3162188423586525
80.80808080808082,2.47,1.2616807525367548
81.81818181818183,2.41,1.2131858244551195
82.82828282828284,2.36,1.1652358196228583
83.83838383838385,2.29,1.118204373624479
84.84848484848486,2.22,1.0711803934057376
85.85858585858587,2.16,1.0294966943838597
86.86868686868688,2.09,0.9852336750918887
87.87878787878789,2.01,0.9477330490352939
88.8888888888889,1.93,0.9086815299563672
89.89898989898991,1.86,0.8641032216856296
90.90909090909092,1.79,0.8265070579808315
91.91919191919193,1.71,0.7834334857888817
92.92929292929294,1.62,0.742610374292431
93.93939393939395,1.52,0.6973713660029531
94.94949494949496,1.41,0.6494938881809328
95.95959595959597,1.2672727272727007,0.5968927078554552
96.96969696969697,1.13,0.5406118392412769
97.97979797979798,0.98,0.48289250519665017
98.98989898989899,0.799,0.4155022968524004
100.0,0.0774,0.2832189439051443
