exceedance,Qobs,Qsim
0.0,45.1,57.31406249407754
1.0101010101010102,10.0,9.81522263864899
2.0202020202020203,7.489090909090908,8.088642947290548
3.0303030303030303,6.194545454545455,6.977529139661255
4.040404040404041,5.425454545454545,6.211107858782018
5.050505050505051,4.94,5.664793443269484
6.0606060606060606,4.54,5.218377671976652
7.070707070707071,4.2,4.85494486767194
8.080808080808081,3.95,4.579461336324082
9.090909090909092,3.74,4.3215851544496555
10.101010101010102,3.53,4.09313455413471
11.111111111111112,3.34,3.8832672085668904
12.121212121212121,3.15,3.725223284267438
13.131313131313131,3.03,3.5578236338179563
14.141414141414142,2.92,3.416864353575952
15.151515151515152,2.8,3.2811930689044035
16.161616161616163,2.7,3.1486621780125192
17.171717171717173,2.6,3.0278497927559975
18.181818181818183,2.51,2.9182986162163957
19.191919191919194,2.43,2.8067942013650273
20.202020202020204,2.35,2.693435637312493
21.212121212121215,2.29,2.5895651700178597
22.222222222222225,2.23,2.4933205664352895
23.232323232323235,2.18,2.398457370560456
24.242424242424242,2.12,2.314916346592634
25.252525252525253,2.06,2.237981362103268
26.262626262626263,2.0,2.1611778073231016
27.272727272727273,1.97,2.092854177295735
28.282828282828284,1.92,2.0301636911336516
29.292929292929294,1.88,1.9628815165022584
30.303030303030305,1.84,1.9068544355326684
31.313131313131315,1.8,1.8469714267773283
32.323232323232325,1.78,1.7929953611986007
33.333333333333336,1.74,1.7436440031797238
34.343434343434346,1.71,1.694587438477844
35.35353535353536,1.68,1.6498724070452402
36.36363636363637,1.64,1.6033899534838605
37.37373737373738,1.61,1.5622654409871055
38.38383838383839,1.58,1.5185472650451453
39.3939393939394,1.54,1.4753985113660897
40.40404040404041,1.51,1.433459543790315
41.41414141414142,1.48,1.3977464883729724
42.42424242424243,1.453636363636354,1.3624324348617498
43.43434343434344,1.42,1.3272102980902452
44.44444444444445,1.39,1.2938853967632056
45.45454545454546,1.36,1.26150736536267
46.46464646464647,1.33,1.2293302487258158
47.47474747474748,1.3,1.1986249041051449
48.484848484848484,1.29,1.1692753794702342
49.494949494949495,1.26,1.1401132734866957
50.505050505050505,1.24,1.1143999309768942
51.515151515151516,1.22,1.0882556074539746
52.525252525252526,1.2,1.0615771427805463
53.535353535353536,1.17,1.0370647919972262
54.54545454545455,1.15,1.010570471513358
55.55555555555556,1.12,0.9874786340379232
56.56565656565657,1.1,0.960767527870962
57.57575757575758,1.09,0.9398162414256575
58.58585858585859,1.07,0.9140646896394571
59.5959595959596,1.05,0.8913491266673116
60.60606060606061,1.03,0.8695136143529237
61.61616161616162,1.01,0.8473909656471457
62.62626262626263,0.998,0.8241616115815008
63.63636363636364,0.978,0.8032489963390692
64.64646464646465,0.96,0.7823079173528372
65.65656565656566,0.9421818181818168,0.7622315760638741
66.66666666666667,0.921,0.7410003514047623
67.67676767676768,0.908,0.722512021808374
68.68686868686869,0.897,0.7017592066540972
69.6969696969697,0.879,0.6848570575433327
70.70707070707071,0.86,0.6664659143157876
71.71717171717172,0.844,0.6487551091755812
72.72727272727273,0.83,0.6321234407371163
73.73737373737374,0.8137272727272721,0.6147129382606897
74.74747474747475,0.8,0.5979885556164876
75.75757575757576,0.786,0.5834247549730235
76.76767676767678,0.77,0.5671303619527374
77.77777777777779,0.75,0.5495837191012467
78.7878787878788,0.732818181818181,0.5347000717235038
79.7979797979798,0.72,0.5169989946999154
80.80808080808082,0.7,0.4996841616906189
81.81818181818183,0.694,0.48605506523288816
82.82828282828284,0.68,0.4716888352336585
83.83838383838385,0.661,0.45740293806127763
84.84848484848486,0.649,0.44164271870652705
85.85858585858587,0.63,0.4261178619436364
86.86868686868688,0.61,0.4113961815265041
87.87878787878789,0.6,0.3972147189373113
88.8888888888889,0.58,0.38203796743381846
89.89898989898991,0.559,0.3665484347285078
90.90909090909092,0.54,0.3527935696158638
91.91919191919193,0.52,0.33705398205511367
92.92929292929294,0.5,0.3221822863522987
93.93939393939395,0.474,0.3067781519548314
94.94949494949496,0.45,0.2918139692690458
95.95959595959597,0.42,0.2763639616087499
96.96969696969697,0.398,0.2607079721410557
97.97979797979798,0.35,0.23909559644271575
98.98989898989899,0.29,0.21138340193284041
100.0,0.0811,0.11925274530728462
