time,Qobs,Qrouted
1980,0.44291803278688524,0.6533962415120429
1981,0.6570328767123288,0.773845886861723
1982,0.5535452054794521,0.5640478278343106
1983,0.46585479452054795,0.500883514659721
1984,0.4060601092896175,0.49334358402030537
1985,0.5976164383561644,0.8416861456267929
1986,0.6143780821917808,0.8520422722198242
1987,0.9856986301369862,1.3693613253022825
1988,0.679620218579235,0.8556400793638737
1989,0.3909232876712329,0.5287167617636006
1990,0.2600328767123288,0.38979071102300267
1991,0.28350136986301366,0.48728068999078844
1992,0.45319398907103825,0.6170485698766202
1993,0.36938356164383557,0.5607140905680714
1994,0.42116986301369863,0.556183026079304
1995,0.5578931506849315,0.9934742937101797
1996,0.7643989071038251,1.0262997927232127
1997,0.6691315068493151,1.0482190910432232
1998,0.43463561643835613,0.7012431352071165
1999,0.5164219178082192,0.5913275477596803
2000,0.562103825136612,0.7370546318335743
2001,0.5749863013698631,1.077273204822564
2002,0.9243780821917809,1.6635255874485684
2003,0.4358931506849315,0.576126413210288
2004,0.5752786885245902,0.9490959353773045
2005,0.5441917808219178,0.8795092280990706
2006,0.7965315068493151,1.2567728238440143
2007,0.448258904109589,0.7985247982467206
2008,0.3737959016393443,0.5477528720560734
2009,0.5576,0.8063191413574866
2010,0.6624027397260274,1.1280694732201908
2011,0.45876164383561646,0.6911857277811214
2012,0.43296174863387976,0.6286613719679256
2013,0.6241945205479452,1.0167349973260493
2014,0.31824109589041094,0.5764338792961622
2015,0.3922517808219178,0.47854021541669495
2016,0.33924863387978144,0.43855172437024803
2017,0.34167534246575343,0.4913605945080478
2018,0.2274972602739726,0.2523064487458222
2019,0.3364339726027397,0.4547268560743541
2020,0.4066666666666667,0.9192466349152106
