time,Qobs,Qrouted
1980,0.8639508196721312,1.5047456301988784
1981,1.73513698630137,2.014384561154435
1982,1.1211917808219178,1.424377093531075
1983,1.2685013698630137,1.4362763723981822
1984,0.48874043715846993,0.7689462823556278
1985,1.7091999999999998,2.1937131405793946
1986,1.2668191780821918,1.777913358493386
1987,2.693758904109589,3.082439418084208
1988,1.4876120218579236,1.7047573150872144
1989,0.9225397260273972,1.1551116293633727
1990,0.6561369863013699,0.5139919203084442
1991,0.3573643835616438,0.5741031058041379
1992,1.1865928961748633,1.1083923910445772
1993,0.7081123287671234,0.5418800865856767
1994,0.8901232876712328,0.9780717322300294
1995,1.63047397260274,1.8866792442561593
1996,1.6276912568306012,1.8549314152142071
1997,1.5783698630136986,2.067326161744294
1998,0.8725424657534246,1.1233559363893093
1999,1.312495890410959,1.4767628077970871
2000,1.5885901639344262,1.7090993017948626
2001,1.0773753424657535,1.458908107846982
2002,1.458964383561644,1.8986757365286868
2003,0.8998794520547946,0.8225298617431465
2004,1.0555928961748633,1.0768460224874592
2005,1.4951753424657535,1.5347009484196512
2006,1.4590301369863015,1.8186923924706244
2007,1.0323890410958905,1.3034695328743406
2008,0.9560382513661203,1.1558790356513478
2009,1.7183369863013698,2.573129946423806
2010,2.6605780821917806,3.2077305825536344
2011,1.046095890410959,1.3811281621115894
2012,0.9421092896174864,1.0608004424440658
2013,1.4888164383561644,1.9731077459851962
2014,1.2607369863013698,1.992526691768313
2015,0.9779561643835617,0.9962840281504396
2016,0.6574918032786885,0.6638381794280732
2017,0.5985753424657534,0.8480930300202367
2018,0.5795506849315069,0.5744820441276943
2019,0.9771506849315069,1.2224628952227965
2020,1.5291639344262296,2.632077730535808
